site_name,site_address,site_city,site_state,site_zip_code,latitude,longitude,animal_type,total_no_of_animals,total_no_of_animal_units,name
cantrell farms,1190 county highway 118,hackleburg,al,35564,34.27915,-87.86822,chicken,NA,NA,cantrell farms
"caraballo farms, llc",willoughby road,denton,md,21629,38.87517,-75.8336,chicken,200000,NA,caraballo farms llc
"carl a. wilson, jr./wilson poultry farm",26437 cottman rd,eden,md,21822,38.2772403,-75.7017688,chicken,54400,NA,carl a wilson jrwilson poultry farm
carl lott farms,458 county road 137,jack,al,NA,31.53338,-85.88671,chicken,NA,NA,carl lott farms
carla hurn,13292 lawrence 2220,verona,mo,65769,36.962047663,-93.819580926,chicken,185000,1480,carla hurn
carnley farms,4630 county road 460,samson,al,36477,31.25594,-86.09833,chicken,NA,NA,carnley farms
carrell farms,502 county road 299,bryant,al,35958,34.904057,-85.642688,chicken,NA,NA,carrell farms
carroll farms,401 county road 1569,baileyton,al,NA,34.266437,-86.656723,chicken,NA,NA,carroll farms
carroll handley/jews farm,4425 maple dam rd,cambridge,md,21613,38.4742590038487,-76.0720986288622,chicken,106800,NA,carroll handleyjews farm
cartee farm,4398 county road 221,trinity,al,35650,34.592971,-87.080877,chicken,NA,NA,cartee farm
carter farm,422 county road 1595,baileyton,al,35019,34.29048,-86.6087,chicken,NA,NA,carter farm
casey grant and craig grant farms,2355 bethel church road,fort deposit,al,36032,31.956174,-86.496273,chicken,NA,NA,casey grant and craig grant farms
casher w hitchens,26404 jacksons wharf lane,eden,md,21822,38.29844,-75.68813,chicken,59900,NA,casher w hitchens
cdl farms/ go for broke farms,325 county road 454 (existing facility)-516 county,heflin,al,NA,33.629985,-85.433597,chicken,NA,NA,cdl farms go for broke farms
cedar lane farm,k hwy,aurora,mo,65705,37.099297411,-93.720981192,chicken,132000,1056,cedar lane farm
cedar livesstock farm llc,8744 cedar lane rdc/o ishfaq ahmed,berlin,md,21811,38.3193502,-75.2697385,chicken,145000,NA,cedar livesstock farm llc
"cedar mountain farms, llc",6021 tyson lane,snow hill,md,21863,38.1958740900846,-75.3776842690186,chicken,213000,NA,cedar mountain farms llc
cedarcreek,county road 486 woodland,woodland,al,NA,33.32747,-85.34729,chicken,NA,NA,cedarcreek
centrum valley farms pullets 6,2115 140th st,kanawha,ia,50447,42.84962,-93.7528599999999,chicken,300000,750,centrum valley farms pullets 6
chad cofield farm,1249 niles road,boaz,al,35957,34.20564,-86.2239,chicken,NA,NA,chad cofield farm
chad ragsdale,30638 bahner quarry road,tipton,mo,65081,38.630189646,-92.773232795,chicken,144000,1152,chad ragsdale
chaney branch farms,140 chaney branch road,clio,al,36017,31.687984,-85.48394,chicken,NA,NA,chaney branch farms
chang soo youn/alex farm,11245 perryhawkin church rd,princess anne,md,21853,38.1886365763634,-75.5774855503234,chicken,57200,NA,chang soo younalex farm
charles a. matthews farm,25829 three bridges rd,federalsburg,md,21632,38.7333476,-75.8136971,chicken,68000,NA,charles a matthews farm
charles allan west/freedom farm,8214 burnt mill rd,willards,md,21874,38.4164848,-75.3861593,chicken,75000,NA,charles allan westfreedom farm
charles ball/ball farm,3910 poplar neck rd,preston,md,21655,38.7184733,-75.9497268,chicken,51200,NA,charles ballball farm
charles flynn poultry farm,charles flynn,henagar,al,NA,34.669167,-85.623889,chicken,NA,NA,charles flynn poultry farm
charles heavner,640 camp creek road,hackleburg,al,NA,34.1685,-87.83553,chicken,NA,NA,charles heavner
charles hughes farm,south of echo at 10340 east hwy 27,newville,al,36353,31.483003,-85.443625,chicken,NA,NA,charles hughes farm
charles kilpatrick,1285 7th ave,forest home,al,NA,31.842027,-86.836701,chicken,NA,NA,charles kilpatrick
charles l. long farm,2324 county road 4420,brundidge,al,36010,31.686944,-85.737222,chicken,NA,NA,charles l long farm
charles laird/laird farm,4326/4720 jacksonville rd,crisfield,md,21817,37.98551,-75.84359,chicken,21400,NA,charles lairdlaird farm
charles laird/ross farm,4326/4720 jacksonville rd,crisfield,md,21817,37.98551,-75.84359,chicken,120000,NA,charles lairdross farm
charles mcglothren farm,792 county road 266,enterprise,al,36330,31.39275,-85.88151,chicken,NA,NA,charles mcglothren farm
"charles nau, jr.",12606 augustine herman hwy,kennedyville,md,21645,39.3252016,-75.9666617,chicken,46200,NA,charles nau jr
charles pilkington,760 burton loop road,altoona,al,35952,33.98244,-86.31432,chicken,NA,NA,charles pilkington
charles wright/mc farms & tim wright farm,9350 old railroad rd,mardela springs,md,21837,38.4471240671546,-75.6987713790664,chicken,80000,NA,charles wrightmc farms  tim wright farm
charlie marler farm,19810 highway 87 n,elba,al,36323,31.445257,-86.072048,chicken,NA,NA,charlie marler farm
charlie sanders farm,county road 105,brundidge,al,36010,31.577778,-85.830833,chicken,NA,NA,charlie sanders farm
charlie short,short farms 5106 cr 45 piedmont,piedmont,al,NA,33.949203,-85.397423,chicken,NA,NA,charlie short
chatham farms,25750 us highway 331,opp,al,36467,31.36143,-86.27454,chicken,NA,NA,chatham farms
cheng pao vang,1691 woodchuck road,rocky comfort,mo,64861,36.745887303,-94.128449295,chicken,180000,1440,cheng pao vang
chia thao,31885 mulberry rd,stark city,mo,64866,36.858691806,-94.075924535,chicken,125000,1000,chia thao
chick-p-farm,920 co rd 24,piedmont,al,NA,34.0175,-85.736667,chicken,NA,NA,chickpfarm
childress farms - poultry,10840 martling road,albertville,al,35951,34.40379,-86.13639,chicken,NA,NA,childress farms  poultry
chinh nguyen/a & j farm,8225 bowlend rd,pocomoke city,md,21851,38.1074037,-75.5729115,chicken,87000,NA,chinh nguyena  j farm
"chinh nguyen/a, b, c farms",1635 cedar hall rd,pocomoke city,md,21851,38.0548819,-75.582783,chicken,316000,NA,chinh nguyena b c farms
"chittle saylor, jr./idle hour farm",6288 statum rd,preston,md,21655,38.7817239,-75.8685055,chicken,63839,NA,chittle saylor jridle hour farm
choudhry asif (proposed),30930 olde fruitland road,salisbury,md,21804,38.3072221057182,-75.5421063165433,chicken,348000,NA,choudhry asif proposed
chris & natasha kerby farm,12091 al highway 101,town creek,al,35672,34.631944,-87.409722,chicken,NA,NA,chris  natasha kerby farm
chris lesniowsk,194 dixon tavern rd,barclay,md,21607,39.1631513730732,-75.8566161006636,chicken,288000,NA,chris lesniowsk
chris narron dba dominic farm,187 shepherd lane,rocky comfort,mo,64861,36.71472642,-94.111030805,chicken,161000,1288,chris narron dba dominic farm
chris upchurch farm/larry upchurch farm,92211 highway 9,lineville,al,36266,33.349275,-85.726839,chicken,NA,NA,chris upchurch farmlarry upchurch farm
"christian rhodes/blackdog family farms, llc",210 kingsdale farm lane,queen anne,md,21657,38.9455833,-76.0030654,chicken,151200,NA,christian rhodesblackdog family farms llc
christopher bryan widgeon/trails end,8936 cedar lane rd,berlin,md,21811,38.3174335,-75.2601407,chicken,63000,NA,christopher bryan widgeontrails end
christopher d harris/home farm (expansion),25920 shults rd,henderson,md,21640,39.1055774,-75.8020735,chicken,86900,NA,christopher d harrishome farm expansion
christopher d. harris/baltimore corner farm,16343 oakland rd,henderson,md,21640,39.0512745,-75.8480137,chicken,49000,NA,christopher d harrisbaltimore corner farm
christopher lyons/lyons pride farms,4231 paul gumby rd,marion station,md,21838,37.9988267,-75.7694941,chicken,107600,NA,christopher lyonslyons pride farms
christopher lyons/somerset farms,9458 old princess anne rd,westover,md,21871,38.1399977867924,-75.6865712242161,chicken,162200,NA,christopher lyonssomerset farms
chuck davis farms,2392 cr 7705,troy,al,36081,32.022222,-85.9225,chicken,NA,NA,chuck davis farms
cindy fleming farm,1092 county road 134,town creek,al,35672-6519,34.56683,-87.48108,chicken,NA,NA,cindy fleming farm
circle a farms,county rd. 23,clio,al,36017,31.69645,-85.57265,chicken,NA,NA,circle a farms
circle c farms,1240 county road 196,dawson,al,35963,34.31999,-85.93272,chicken,NA,NA,circle c farms
circle crowe farms,538 county road 16,danville,al,35619,34.377964,-87.110115,chicken,NA,NA,circle crowe farms
circle k farm,29935 mulberry road,stark city,mo,64866,36.859166788,-94.100943883,chicken,62000,1033,circle k farm
circle k farm,29935 mulberry road,stark city,mo,NA,36.859167,-94.100944,chicken,NA,NA,circle k farm
ck yang farm,30065 linden drive,stark city,mo,64866,36.864965121,-94.096677067,chicken,177000,1416,ck yang farm
claxton poultry farms,8816 us hwy 301 n,claxton,ga,NA,32.18209,-81.89071,chicken,NA,NA,claxton poultry farms
clay price farms,334 county road 86,abbeville,al,36310,31.700618,-85.255749,chicken,NA,NA,clay price farms
clay r. littleton/wide loop farm,8575 littleton rd,willards,md,21874,38.4252103541279,-75.3387103573096,chicken,73800,NA,clay r littletonwide loop farm
clayton weldon farms,1056 county road 372,flat rock,al,NA,34.7569,-85.5991,chicken,NA,NA,clayton weldon farms
clear creek farms,bell orr road,albertville,al,35951,34.3835,-86.15807,chicken,NA,NA,clear creek farms
clearview farm,15313 county road 82,woodland,al,36280,33.43196,-85.42678,chicken,NA,NA,clearview farm
cleland farm,528 feemster gap road,guntersville,al,35976,34.28722,-86.44924,chicken,NA,NA,cleland farm
clifton farm,county road 473,woodland,al,36280,33.440833,-85.435833,chicken,NA,NA,clifton farm
clifton g taylor iii/third and dead end farms,7085 virginia bowland rd,westover,md,21871,38.079642,-75.699518,chicken,126100,NA,clifton g taylor iiithird and dead end farms
clifton gordon taylor iii/sunshine farm,29140 hudson corner rd,marion station,md,21838,38.0417878,-75.7453331,chicken,70000,NA,clifton gordon taylor iiisunshine farm
clint and tamara dunn,county road 113,ozark,al,36311,31.582222,-85.605,chicken,NA,NA,clint and tamara dunn
clint wilks farm,county road 76,fyffe,al,35971,34.432778,-85.947778,chicken,NA,NA,clint wilks farm
clinton w. davidson/banks farm,10317 bishopville rd,bishopville,md,21813,38.4359630915802,-75.2049844417479,chicken,112000,NA,clinton w davidsonbanks farm
cloud farms inc,32202 hwy e,green ridge,mo,65332,38.610161627,-93.327238357,chicken,199200,3130,cloud farms inc
coates farms llc,10051 county road 97,abbeville,al,36310,31.731667,-85.158889,chicken,NA,NA,coates farms llc
cobb heritage llc/pocomoke farm #22,5603 whitesburg rd,pocomoke city,md,21851,38.1717788167951,-75.5395802777992,chicken,168000,NA,cobb heritage llcpocomoke farm 22
cobb heritage llc/pocomoke farm #4,5304 heather lane,pocomoke city,md,21851,38.1668317610315,-75.5419390818795,chicken,160000,NA,cobb heritage llcpocomoke farm 4
cock a doodle / feather farm,441 chapel hill road,heflin,al,36264,33.655209,-85.537976,chicken,NA,NA,cock a doodle  feather farm
cody mock farms,travis wise road,samson,al,36477,31.175278,-86.044444,chicken,NA,NA,cody mock farms
colby smith farms,688 county road 297 bryant,bryant,al,NA,34.905047,-85.645539,chicken,NA,NA,colby smith farms
collier farm,county road 50,ozark,al,36360,31.523333,-85.59,chicken,NA,NA,collier farm
compton farm,craze road,hartselle,al,35640,34.43251,-87.06039,chicken,NA,NA,compton farm
compton farms,607 nichols bluff road,brantley,al,36009,31.63278,-86.32471,chicken,NA,NA,compton farms
conaway farms llc/ country time (expansion),7385 walston switch rd,parsonsburg,md,21849,38.3946941,-75.5033992,chicken,134900,NA,conaway farms llc country time expansion
conner & son,8413 warrenton road,guntersville,al,35976,34.25918,-86.42267,chicken,NA,NA,conner  son
conrad brubaker poultry barns,1326 oakland road,mifflintown,pa,NA,40.63287,-77.31745,chicken,NA,NA,conrad brubaker poultry barns
"cooper, seth",434 cardin,rocky comfort,mo,64861,36.718966308,-94.210545553,chicken,200000,1600,cooper seth
cordell farms,467 county road 236,town creek,al,35672-6201,34.595672,-87.507682,chicken,NA,NA,cordell farms
costley farm,47975 hwy 49,wadley,al,36255,33.128033,-85.670222,chicken,NA,NA,costley farm
cottonballs site 7 - larabee farm,13242 aspen avenue,postville,ia,52162,43.03394,-91.5752099999999,chicken,99900,999,cottonballs site 7  larabee farm
cox farms,269 irvin lane,boaz,al,NA,34.12944,-86.36565,chicken,NA,NA,cox farms
coyote crossing,574 creel road,boaz,al,35957,34.160776,-86.289693,chicken,NA,NA,coyote crossing
cp farms,2285 county road 63,woodland,al,36280,33.300723,-85.379064,chicken,NA,NA,cp farms
craig grant,10643 steiner store road,fort deposit,al,36032,31.944444,-86.460278,chicken,NA,NA,craig grant
craig waller,98 hovey rd clayton,clayton,al,NA,31.83276,-85.48588,chicken,NA,NA,craig waller
crazy j farm,342 county road 460,mount hope,al,35651,34.466944,-87.525833,chicken,NA,NA,crazy j farm
creek bend farm,4210 alex-well road wellington,wellington,al,NA,33.798889,-85.885,chicken,NA,NA,creek bend farm
"crescent, inc./faisal mahmood (new construction)",27638 walnut tree rd,salisbury,md,21822,38.3172032,-75.6544223,chicken,277200,NA,crescent incfaisal mahmood new construction
crimson farms llc,co rd 429 & co rd 497,fyffe,al,35971,34.445556,-85.956667,chicken,NA,NA,crimson farms llc
crooked creek and mchenry farms,2320 state highway 172,hodges,al,35571,34.338189,-87.83972,chicken,NA,NA,crooked creek and mchenry farms
cross poultry farm,3029 patton chapel road,lincoln,al,35096,33.63517,-86.07227,chicken,NA,NA,cross poultry farm
"crossroads poultry, llc",county road 67,midland city,al,36350,31.358333,-85.484444,chicken,NA,NA,crossroads poultry llc
crow farm,356 county road 15,danville,al,35619,34.36038,-87.11022,chicken,NA,NA,crow farm
"cullers farms, llc",20175 east highway 86,neosho,mo,64850,36.875995729,-94.277422498,chicken,180000,1669,cullers farms llc
culverhouse farms,633 county road 118,ariton,al,36311,31.55911,-85.63896,chicken,NA,NA,culverhouse farms
cuong farm,680 witt store road,russellville,al,NA,34.571139,-87.547411,chicken,NA,NA,cuong farm
curtis hawkins farm,1274 mount carmel road,altoona,al,35952,34.107492,-86.343981,chicken,NA,NA,curtis hawkins farm
d & c enterprises inc.,4505 maple dam rd,cambridge,md,21613,38.4800917,-76.0753979,chicken,35000,NA,d  c enterprises inc
d and a farms,5817 county road 667,dexter,mo,63841,36.700940483,-90.066477039,chicken,270000,2160,d and a farms
"d and d farms, llc",5495 black jack road,smithton,mo,65350,38.607298837,-93.029149551,chicken,192000,1536,d and d farms llc
d&b farms,2189 county line road,russellville,al,35654,34.434205,-87.533775,chicken,NA,NA,db farms
d&t farms,4703 spring hill road,brantley,al,36009,31.58992,-86.2845,chicken,NA,NA,dt farms
dag farm (1)/ lazy g farm (4),700 county road 6,piedmont,al,36272,33.97248,-85.72416,chicken,NA,NA,dag farm 1 lazy g farm 4
dale armstrong poultry/ andy armstrong poultry,henry county rd 55,headland,al,36319,31.348864,-85.314845,chicken,NA,NA,dale armstrong poultry andy armstrong poultry
dale khan/northwind farm,28506 adkins rd,salisbury,md,21801,38.4379267,-75.6246327,chicken,86000,NA,dale khannorthwind farm
"dale leslie wright, jr.",4756 smithville road,federalsburg,md,21632,38.7399586,-75.7658754,chicken,154000,NA,dale leslie wright jr
dale murphy,murphy poultry houses 1141 warrior valley road,altoona,al,NA,34.022623,-86.288652,chicken,NA,NA,dale murphy
dale stebler,4371 farm road 1070,monett,mo,65708,36.864566343,-93.936772568,chicken,280000,2240,dale stebler
dan landis farm,2590 shumaker rd,manhiem,pa,NA,40.19577,-76.46214,chicken,NA,NA,dan landis farm
dana parker,601 black bottom rd,boaz,al,NA,34.1584,-86.21081,chicken,NA,NA,dana parker
danh tran/danh & loan farm,7980 new hope rd,willards,md,21874,38.4071902,-75.3299585,chicken,100000,NA,danh trandanh  loan farm
daniel and amy green farm,3477 alaflo rd.,samson,al,36477,30.99618,-86.10844,chicken,NA,NA,daniel and amy green farm
daniel c. heller,1816 price station rd,church hill,md,21623,39.0830363,-75.9375086,chicken,78000,NA,daniel c heller
daniel ferrell farm,110 ferrell farm lane,henderson,md,21640,39.0884180860856,-75.851003728191,chicken,96000,NA,daniel ferrell farm
daniel knotts,17021 hwy t,la monte,mo,65337,38.837386655,-93.371449435,chicken,144000,1152,daniel knotts
daniel rayne/rayne acres,8475 new hope rd,willards,md,21874,38.4226433,-75.3605459,chicken,110000,NA,daniel raynerayne acres
daniel wayne brown,10788 three bridge branch road,cordova,md,21625,38.8449814,-76.0120801,chicken,56000,NA,daniel wayne brown
danielle cannon farms,11034 kittys corner rd,cordova,md,21625,38.8501849,-75.9899917,chicken,130000,NA,danielle cannon farms
danielle to/forever farms llc (expansion),1502 boston rd,pocomoke city,md,21851,38.0509645651932,-75.5053501865476,chicken,244200,NA,danielle toforever farms llc expansion
danner farms,1708 county road 43,clayton,al,36016,31.78784,-85.46699,chicken,NA,NA,danner farms
danner farms,16146 hwy 51,ariton,al,36311,31.53986,-85.79107,chicken,NA,NA,danner farms
danny and bobbie reed/winterhawk farm,12591 kibler rd,greensboro,md,21639,38.9518529,-75.7634377,chicken,78000,NA,danny and bobbie reedwinterhawk farm
danny bevill,6839 hwy j,bethel,mo,63434,39.874160087999996,-91.963890376,chicken,NA,1600,danny bevill
danny giles farm,10811 county road 16,roanoke,al,36274,33.116203,-85.252658,chicken,NA,NA,danny giles farm
danny mazelin,33403 almond road,cole camp,mo,65325,38.404804093,-93.086951825,chicken,144000,1152,danny mazelin
darin proffer poultry farms,258 eagle drive,matthews,mo,63867,36.817332848,-89.530249849,chicken,128000,1024,darin proffer poultry farms
darin proffer poultry farms,rt 1,matthews,mo,NA,36.817333,-89.53025,chicken,NA,NA,darin proffer poultry farms
darrin sanders,781 milton rd. rutledge,rutledge,al,NA,31.68774,-86.3721,chicken,NA,NA,darrin sanders
daryl and greg stidham,hwy 172 w from hackleburg to cr 121,hackleburg,al,NA,34.309444,-87.8475,chicken,NA,NA,daryl and greg stidham
